課程代碼,課程名稱,教師,時間,教室
AC452G,審計學(二),黃朝信,4-567,商學408
AC323H,永續報導及準則,曹美娟,4-56,教學518
AC373H,商業英語會話(二),黃玟婕,1-56,教學401
AC373J,商業英語會話(二),黃玟婕,1-78,教學401
AC390H,財報表達之網頁設計,莊泉福,2-78,商學401
AC391H,審計與ESG實務案例研討,李先莉,2-56,商學409
AC391H,審計與ESG實務案例研討,呂倩慧,2-56,商學409
AC435H,高等會計學(一),曹美娟,4-234,商學409
AC452H,審計學(二),呂倩慧,2-234,商學408
AC452H,審計學(二),李先莉,2-234,商學408
AC373K,商業英語會話(二),鄒明達,3-56,教學405B
AC373L,商業英語會話(二),鄒明達,3-78,教學405B
AC412K,會計智能大數據分析,陳育欣,4-567,管理102
AC435K,高等會計學(一),曹美娟,1-234,商學408
AC452K,審計學(二),單騰笙,1-567,管理401
AC411L,企業資源管理系統,莊泉福,4-678,商學401
AC414L,企業評價實務,黃朝信,2-34,商學409
AC417L,企業實習(三) ,陳育欣,,
AC418L,企業實習(一),陳育欣,,
AC466L,從會計視角剖析國際租稅,邱森祥,4-CDE,教學518
AC408M,會計人公司治理決策與永續發展,張敏蕾,1-56,管理321
AC415M,非營利會計與財務管理,廖毓婷,1-EFG,教學518
AC471M,電腦審計,張淑清,2-567,管理102
AC588M,會計人企業購併新思維,曹美娟,3-1,管理401
AC211N,理財規劃與風險管理實務,李德冠,5-567,商學409
AC211N,理財規劃與風險管理實務,陳育欣,5-567,商學409
AC464N,審計抽樣,單騰笙,1-8,商學408
MI155R,研究方法,吳肇銘,1-678,資管104
MI428R,專案管理,廖秀莉,3-678,資管104
MI566R,資料科學導論,賴錦慧,2-234,資管104
MI583R,數位學習專題研究,闕豪恩,2-678,資管104
MI597R,量化資料分析基礎,吳岳穎,4-678,資管104
MI598R,人工智慧實務與數位轉型,苗華斌,5-34,資管104
MI442r,個案研究,吳啟文,4-EFG,資管104
MI442r,個案研究,莊盈志,4-EFG,資管104
MI442r,個案研究,蔡福隆,4-EFG,資管104
MI442r,個案研究,劉士豪,4-EFG,資管104
MI442r,個案研究,潘國才,4-EFG,資管104
MI442r,個案研究,宋餘俠,4-EFG,資管104
MI519r,企業e化策略,范錚強,6-567,資管104
MI572r,Fintech 專題研究,周賢明,1-EFG,資管104
MI585r,資通安全管理與實務,劉士豪,6-567,資管203
MI585r,資通安全管理與實務,徐嘉臨,6-567,資管203
MI688r,創業實務與個案研討,金志聿,4-EF,資管103
MI692r,數位轉型個案研究,蔡義昌,3-EFG,資管203
MI694r,科技創新管理實務,陳慧敏,6-234,資管104
MI695r,AI雲服務管理與安全議題研討,張文熙,7-234,資管104
MI000A,自然科學與人工智慧導論,江紀明,2-78,教學409
MI051A,管理數學, ,3-78C,教學402
MI121A,管理學,卓綵倫,2-34B,教學402
MI139A,Java程式設計,李國誠,1-234,教學705
MI276A,企業資料通訊,林志浩,2-6,教學401
MI610A,英文(二),江麗蓉,4-56,教學810
MI612A,英語聽講(二),簡洛汾,1-56,全人南棟301
MI801A,語文與修辭,邱梓桓,3-12,教學618
MI000B,自然科學與人工智慧導論,黃俊哲,2-78,教學408
MI130B,企業概論,吳肇銘,2-34,資管103
MI139B,Java程式設計,闕豪恩,1-567,管理102
MI276B,企業資料通訊,林志浩,2-5,教學401
MI610B,英文(二),陳佩萱,4-56,教學315B
MI612B,英語聽講(二),梁立芳,5-34,全人南棟301
MI801B,語文與修辭,邱梓桓,3-56,懷恩105
MI155r,研究方法,廖慶榮,1-EFG,
MI442y,個案研究,何政勳,3-EFG,
MI569r,行動智慧之最佳化應用,林志浩,4-EFG,
MI583r,數位學習專題研究,闕豪恩,2-EFG,
MI138T,論文, ,,
MI508T,企業倫理專題研討,劉士豪,4-34,資管104
MI138t,論文, ,,
MI508t,企業倫理專題研討,陳旭麟,3-EF,資管104
MI220D,資料處理與智慧應用,吳岳穎,2-8C,資管201
MI223D,資料庫設計與實作,俞亭儀,3-56,資管201
MI234D,多媒體程式設計,賴錦慧,4-567,資管201
MI236D,網路程式設計,洪智力,1-234,資管201
MI244D,聊天機器人實作,闕豪恩,5-78C,資管201
MI248D,R程式商業應用,周賢明,5-1,資管201
MI249D,人工智慧R語言,周賢明,5-2,資管201
MI375D,生產管理,黃悠福,4-56,教學401
MI560D,資料庫管理,廖慶榮,2-567,資管201
MI702D,實用英文（二）,呂文琪,5-56,教學405B
MI236E,網路程式設計,洪智力,1-567,資管201
MI292E,計算機科學概論,俞亭儀,1-8C,資管201
MI293E,人工智慧與Python 概論,俞亭儀,3-78,資管201
MI560E,資料庫管理,洪智力,2-234,資管201
MI702E,實用英文（二）,鍾夙怡,5-56,懷恩105
MI702F,實用英文（二）,袁怡雯,5-56,教學405A
MI032G,深度學習概論,張顥瀚,2-234,商學103
MI033G,進階資訊管理簡介,俞亭儀,1-34,教學402
MI267G,作業系統,廖慶榮,,
MI340G,軟體專案管理,劉士豪,3-2,資管103
MI349G,IOS應用程式開發,謝周熾,1-8CD,資管301
MI369G,財務管理資訊系統,劉洪鈞,2-567,資管103
MI373G,商業英語會話(二),賴曉雯,1-56,教學402
MI373I,商業英語會話(二),鄒明達,1-56,教學405B
MI509G,資訊與法律,陳衍華,5-78,資管103
MI651G,資訊管理專題(一),劉士豪,,
MI651G,資訊管理專題(一),闕豪恩,,
MI651G,資訊管理專題(一),廖慶榮,,
MI651G,資訊管理專題(一),周賢明,,
MI123H,資訊管理,吳肇銘,3-678,資管103
MI340H,軟體專案管理,劉士豪,3-1,資管103
MI373H,商業英語會話(二),賴曉雯,1-78,教學402
MI373J,商業英語會話(二),鄒明達,1-78,教學405B
MI651H,資訊管理專題(一),吳岳穎,,
MI651H,資訊管理專題(一),賴錦慧,,
MI651H,資訊管理專題(一),李國誠,,
MI651H,資訊管理專題(一),廖秀莉,,
MI243L,大數據分析認證,周賢明,4-234,資管201
MI338L,CCNA網路認證,何旅良,,
MI436L,基礎互動程式設計, ,5-B56,資管201
MI441L,企業實習 A,廖慶榮,,
MI442L,企業實習 B,廖慶榮,,
MI443L,企業實習 C,廖慶榮,,
MI444L,企業實習 D,廖慶榮,,
MI582L,區塊鏈與金融科技應用,周賢明,5-678,教學401
EF596R,國際貿易法專題研究二,林映均,1-234,全人北棟344
EF616R,法學英文,李立如,2-56,全人北棟342
EF654R,專利法專題研究,林宜柔,2-78,全人北棟344
EF666R,法學日文,陳乃瑜,1-56,全人北棟342
EF736R,民事法專題研究二,陳乃瑜,4-34,全人北棟342
EF751R,法律社會學專題研究二,李立如,3-78,全人北棟342
EF775R,刑事裁判專題研究二,張天一,2-34,全人北棟344
EF779R,行政法專題研究二,凌赫,4-56,全人北棟344
EF794R,刑事法與人權專題研究四,徐偉群,4-34,全人北棟344
EF819R,著作權法專題研究二,黃絜,5-34,全人北棟344
EF294r,民法債編總論,余信達,6-234,全人北棟342
EF588r,勞社法專題研究四,邱冠喬,4-EFG,全人北棟342
EF798r,促進民間參與公共建設法專題研究,范雪梅,6-8C,全人北棟342
EF804r,刑法(下),劉邦揚,3-DE,全人北棟344
EF814r,公法(下)－行政法,陳櫻琴,1-EF,全人北棟342
EF1076,民法總則,邱冠喬,5-56,教學508
EF107A,民法總則,吳許黃捷,5-34,教學501
EF1086,憲法,鍾瑞楷,1-34,教學418
EF108A,憲法,凌赫,4-34,教學418
EF1316,刑法總則,劉邦揚,4-567,教學508
EF131A,刑法總則,張天一,3-567,教學417
EF396A,德文(二),林柏圻,5-78,教學508
EF610A,英文(二),唐肇坤,4-CD,教學315B
EF612A,英語聽講(二),羅傑中,4-78,全人南棟401
EF726A,運算思維與程式設計,卓綵倫,3-8C,管理101
EF801A,語文與修辭,林玉玫,2-34,教學509
EF107B,民法總則,陳乃瑜,4-56,教學501
EF108B,憲法,林孟楠,3-12,教學417
EF131B,刑法總則,徐偉群,1-678,教學417
EF610B,英文(二),郭怡潔,4-CD,教學405A
EF610C,英文(二),張俶真,4-CD,教學305A
EF612B,英語聽講(二),荊行倫,4-78,全人南棟402
EF726B,運算思維與程式設計,卓綵倫,4-12,教學715
EF801B,語文與修辭,林玉玫,2-56,懷恩106
EF606T,法學方法論專題研究四,賴英照,3-56,全人北棟342
EF791T,財經法制專題實作,吳許黃捷,4-56,全人北棟342
EF795T,比較勞動法專題研究,邱冠喬,3-12,全人北棟343
EF066t,商事法,吳許黃捷,5-DEF,全人北棟342
EF138t,論文, ,,
EF616t,法學英文,林宜柔,2-DE,全人北棟342
EF717t,身分法專題研究,蔡顯鑫,1-DEF,全人北棟344
EF755t,金融法專題研究四,蔡鐘慶,3-EF,全人北棟342
EF796t,土地法專題研究, ,6-34,全人北棟344
EF797t,醫療法律實務專題研究二,周祖佑,6-567,全人北棟342
EF138T,論文, ,,
EF119D,會計學,陳育欣,1-56,工學115
EF129D,日文(二),星友康,3-78,懷恩206
EF234D,刑法分則,張天一,2-56,教學501
EF235D,民法物權,黃絜,2-78,教學501
EF242D,法學英文（二）,陳志民,1-34,教學501
EF294D,民法債編總論,姚志明,4-234,教學501
EF305D,行政法,凌赫,5-567,教學605
EF310D,民法繼承,李立如,4-56,教學417
EF702D,實用英文（二）,吳自蓉,1-CD,教學415A
EF234E,刑法分則,徐偉群,2-78,教學417
EF235E,民法物權,黃絜,2-34,教學418
EF244E,碳稅與碳權交易實務,張藏文,4-56,教學318
EF294E,民法債編總論,姚志明,3-678,教學501
EF305E,行政法,林孟楠,5-123,教學417
EF310E,民法繼承,李立如,4-34,教學417
EF702E,實用英文（二）,歐陽琪,1-CD,教學415B
EF702F,實用英文（二）,林雅瓊,1-CD,教學305B
EF053G,財政學,蕭瑞銘,5-34,教學512
EF301G,刑事訴訟法,張天一,1-567,教學508
EF311G,票據法,蔡鐘慶,3-78,教學508
EF312G,海商法, ,3-DE,教學418
EF340G,民法債編各論,陳乃瑜,3-56,教學418
EF350G,民主雞蛋糕,徐偉群,4-567,教學418
EF352G,稅法總論, ,4-8C,教學501
EF464G,土地法,陳旺聖,4-34,懷恩206
EF470G,行政救濟法,林孟楠,1-12,教學417
EF301H,刑事訴訟法,劉邦揚,2-78C,教學418
EF303H,保險法,蔡鐘慶,2-56,教學418
EF307H,商事法總論及公司法,吳許黃捷,3-78C,教學418
EF329H,法學實證研究導論, ,5-12,教學505
EF340H,民法債編各論,陳乃瑜,1-34,教學417
EF378L,國際私法,許恒輔,1-8C,教學418
EF401L,民事訴訟法,黎文德,5-CDE,教學418
EF403L,證券交易法,蔡鐘慶,1-567,教學501
EF410L,財產及土地稅法,簡良夙,2-34,教學501
EF418L,醫療法,劉邦揚,3-78,教學816
EF428L,國際公法(二),李明峻,2-CD,教學417
EF439L,勞社法（二）,邱冠喬,2-34,教學417
EF449L,專利法,林宜柔,1-34,教學508
EF457L,國際貿易法,林映均,4-234,教學508
EF471L,人工智慧與法律,黃絜,5-78,教學418
EF483L,人工智慧代理與法律創新,錢世傑,5-56,教學501
EF484L,基礎合約審查實務, ,2-56,教學508
EF485L,土地開發法概論,黃仲宜,3-CD,教學501
EF555L,著作權法專題,黃絜,3-56,教學509
EF577L,法律實習與專題,林宜柔,4-56,懷恩204
EF656L,政府採購法,周天昇,1-EF,教學417
EF401M,民事訴訟法,許恒輔,1-567,教學418
EF593M,法律總合演習,徐偉群,4-8C,教學418
EF593M,法律總合演習,邱天一,4-8C,教學418
EF059O,家事事件法實例演習,姚葦嵐,1-DE,教學501
EF239O,立法程序與技術,李翔甫,1-78,工學225
EF351O,經濟犯罪,徐偉群,2-56,教學417
EF426O,民訴案例研習,楊軒廷,5-567,教學417
EF463O,非訟事件法,黎文德,3-CD,教學417
EF482O,智慧醫療實務與法規專題,林宜柔,4-34,教學517
EF509O,破產法,黎文德,3-EF,教學417
EF553O,英美契約實務,廖健君,4-12,懷恩105
EF554O,營業秘密法,陳彥彰,5-34,教學418
EF575O,憲法及行政法案例研習,凌赫,2-34,教學508
GM018V,國際經貿專題研討,李正文,2-678,管理402A
GM032V,研究專題,林師模,4-56,商學309B
GM034V,計量方法(二),林師模,3-678,商學309B
GM042V,資訊管理研討,吳岳穎,5-234,管理402A
GM042V,資訊管理研討,廖秀莉,5-234,管理402A
GM045W,商管專題研討(二),李正文,5-CD,管理402A
GM045W,商管專題研討(二),林師模,5-CD,管理402A
GM138W,論文, ,,
GM178W,英文論文寫作,陳淑惠,4-8CD,管理402A
GM178W,英文論文寫作,李正文,4-8CD,管理402A
GM509W,財務會計理論,李德冠,1-8CD,管理402A
FA006R,投資決策與管理,陳佑倫,2-567,管理302
FA007R,金融機構與市場分析,劉文謙,4-567,管理302
FA009R,財金專題研討(一),李彥賢,3-56,管理302
FA011R,金融科技,陳若暉,2-234,管理302
FA503R,人工智慧與投資專題,張顥瀚,1-234,管理302
FA508R,不動產分析,姜樹翰,5-234,管理302
FA001A,財務數學,羅盛豐,1-567,教學802
FA103A,進階理財網頁建置,黃胤祥,5-567,商學103
FA240A,經濟學(二),陳佑倫,4-234,教學317
FA241A,會計學(二),丁嬋娟,2-234,教學301
FA610A,英文(二),李姿儀,4-56,懷恩207
FA612A,英語聽講(二),荊行倫,2-56,全人南棟402
FA726A,運算思維與程式設計,劉洪鈞,1-34,管理101
FA801A,語文與修辭,張孝慧,5-34,教學815
FA000B,自然科學與人工智慧導論,林志輝,2-CD,教學412
FA121B,管理學,鄧家珍,1-567,教學317
FA240B,經濟學(二),姜樹翰,4-123,教學301
FA241B,會計學(二),黃美珠,3-678,教學301
FA610B,英文(二),郭怡潔,4-56,教學405A
FA612B,英語聽講(二),簡洛汾,3-12,全人南棟301
FA801B,語文與修辭,翁燕玲,2-78,教學818
FA138T,論文, ,,
FA011D,金融科技,陳若暉,1-234,教學301
FA011D,金融科技,陳福熒,1-234,教學301
FA054D,貨幣銀行學,黃胤祥,3-8CD,教學317
FA143D,產業分析,劉洪鈞,1-567,教學301
FA149D,總體經濟學,傅文泉,1-EFG,教學317
FA201D,證券與金融法規,鄧家珍,2-567,教學301
FA238D,統計學(二),劉文謙,2-123,教學802
FA320D,財務管理(二),黃漢青,3-567,教學317
FA702D,實用英文（二）,趙乙勵,5-78,教學315A
FA054E,貨幣銀行學,黃胤祥,1-123,教學317
FA238E,統計學(二),羅盛豐,2-234,教學317
FA320E,財務管理(二),李怡樺,4-567,教學317
FA702E,實用英文（二）,呂文琪,5-78,教學405B
FA702F,實用英文（二）,袁怡雯,5-78,教學405A
FA305G,財務軟體應用,劉文謙,1-234,商學103
FA313G,銀行管理實務,廖仁傑,4-8CD,教學317
FA323G,區塊鏈與加密貨幣,陳志清,5-234,教學301
FA324G,Python財金應用,張顥瀚,4-123,管理101
FA373G,商業英語會話(二),祝鳳儀,5-78,教學617
FA373I,商業英語會話(二),邱秀惠,5-78,教學301
FA379G,國際金融,彭家瑞,2-EFG,教學317
FA447G,期貨與選擇權,黃漢青,4-567,教學802
FA455G,公司治理,吳治富,2-567,教學317
FA474G,國際財務管理,鄧家珍,3-567,教學802
FA305H,財務軟體應用,李彥賢,1-78C,商學103
FA373H,商業英語會話(二),祝鳳儀,5-56,教學617
FA373J,商業英語會話(二),邱秀惠,5-56,教學301
FA447H,期貨與選擇權,羅盛豐,5-234,教學802
FA474H,國際財務管理,李怡樺,1-234,教學802
FA318L,銀行實務專題,劉曉燕,5-567,教學317
FA407L,財務工程專題,李彥賢,4-234,商學103
FA422L,實習專題,劉洪鈞,4-B,教學605
FA426L,研究計畫發想與撰寫,張瑞岩,2-34,
FA427L,行星心理學與金融市場,鄧家珍,1-4,教學317
FA485L,衍生性金融商品,黃漢青,2-567,商學103
BM012R,風險管理及衍生性商品,高克爾,4-34B,管理402B
BM015R,商業智能中的數學模型與解題技能,高欣欣,5-34,商學407
BM148R,組織理論與管理,阮瓊妝,2-567,管理402B
BM493R,國際企業管理,沈丹尼,3-678,管理402B
BM525R,創新與創業管理,張琦雅,5-678,管理402B
BM551R,全球資訊系統策略,俞亭儀,1-567,管理402B
BM794R,供應鏈管理,沈丹尼,2-234,管理402B
BM138T,論文, ,,
TD051A,管理數學,李是男,3-567,教學405A
TD051A,管理數學,高欣欣,3-567,教學405A
TD100A,資訊科技導論,李國誠,4-234,教學712A
TD240A,經濟學(二),朱珊瑩,2-234,管理321
TD247A,實用英文(二),王惠芝,5-34,全人南棟308
TD991A,商業溝通技巧,許婷婷,2-567,管理403
TD136D,企業政策,阮瓊妝,3-567,管理403
TD198D,財務管理,陳若暉,4-567,管理403
TD201D,移民與美國夢,李怡樺,3-EFG,
TD214D,管理會計, ,1-78C,管理321
TD218D,整合商業應用,黃悠福,4-234,管理321
TD625D,風險管理,高克爾,1-34B,管理403
AR000A,自然科學與人工智慧導論,陳正庸,4-DE,教學709
AR103A,電腦應用概論(二A),曹拯元,2-78,教學709
AR104A,電腦應用概論(二B),曹拯元,2-56,教學709
AR105A,素描,詹益忠,5-78,祐生B01
AR144A,建築設計 (二),蔡清徽,1-1234,
AR144A,建築設計 (二),李志剛,1-1234,
AR144A,建築設計 (二),蔡君陽,1-1234,
AR144A,建築設計 (二),陳英峯,1-1234,
AR144A,建築設計 (二),黃心俞,1-1234,
AR144A,建築設計 (二),李冠毅,1-1234,
AR144A,建築設計 (二),謝統勝,1-1234,
AR144A,建築設計 (二),張穎文,1-1234,
AR144A,建築設計 (二),劉家瑋,1-1234,
AR144A,建築設計 (二),湯友正,1-1234,
AR156A,建築基礎(二),徐昌志,4-1234,建築301
AR610A,英文(二),唐肇坤,2-CD,教學405A
AR612A,英語聽講(二),董玉莉,3-78,全人南棟302
AR726A,運算思維與程式設計,呂治佳,5-CD,教學709
AR801A,語文與修辭,楊宜佩,3-56,教學812
AR430r,日本當代建築,曾光宗,4-EFG,祐生407
AR486r,建築設備,謝明燁,2-EFG,祐生407
AR528r,電腦輔助設計研習,賴弘翌,1-EFG,教學709
AR599r,環境規劃與校園設計,曾光宗,5-EFG,祐生307
AR605r,專題研討(二),葉俊麟,6-56,祐生307
AR605r,專題研討(二),倪晶瑋,6-56,祐生307
AR605r,專題研討(二),謝明燁,6-56,祐生307
AR605r,專題研討(二),林曉薇,6-56,祐生307
AR605r,專題研討(二),蔣雅君,6-56,祐生307
AR797r,建築專題講座,陳宣誠,6-234,祐生307
AR797r,建築專題講座,曾光宗,6-234,祐生307
AR797r,建築專題講座,徐昌志,6-234,祐生307
AR797r,建築專題講座,葉俊麟,6-234,祐生307
AR797r,建築專題講座,陳宇進,6-234,祐生307
AR797r,建築專題講座,謝統勝,6-234,祐生307
AR142R,建築設計(B),陳宣誠,3-5678,
AR142R,建築設計(B),徐昌志,3-5678,
AR142R,建築設計(B),陳宇進,3-5678,
AR504R,建築與土地策略性開發模擬,蔡清徽,3-567,祐生307
AR530R,建築的理論與實踐,陳宇進,2-8CD,建築302
AR533R,台灣當代建築專論,蔣雅君,2-567,祐生407
AR605R,專題研討(二),謝明燁,3-B,祐生307
AR107S,文化資產保存專題講座(二),林曉薇,2-234,祐生307
AR501S,歐洲文化路徑與工業遺產保存,林曉薇,2-567,祐生307
AR605S,專題研討(二), ,3-B,祐生407
AR701S,空間聚落與活化再生,葉俊麟,5-567,祐生407
UK105A,建築設計導論(二),謝統勝,1-2345,恩慈BF04
UK105A,建築設計導論(二),高銘傑,1-2345,恩慈BF04
UK105A,建築設計導論(二),江梓瑋,1-2345,恩慈BF04
UK105A,建築設計導論(二),洪于翔,1-2345,恩慈BF04
UK106A,建築技術導論,謝統勝,3-5678,恩慈BF04
UK106A,建築技術導論,黃慶輝,3-5678,恩慈BF04
UK106A,建築技術導論,江梓瑋,3-5678,恩慈BF04
UK106A,建築技術導論,洪于翔,3-5678,恩慈BF04
UK106A,建築技術導論,鄧志浩,3-5678,恩慈BF04
UK111A,建築史與建築理論導論,洪于翔,2-1234,恩慈BF04
